fact_id,series_evidence_id,scope,component_key,component_name,catalog_position,variant_key,variant_label,field,label,reference_value,reference_unit,source_reference,source_level,verification_status,comparison_source_type,comparison_source_reference,comparison_value,conflict_note,lifecycle_status,target_sku,reviewed_by,reviewed_date,notes_internal
15ak-av-tip-ecu-0-9mm-catalog-overall-length,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-ecu-0-9mm,Air-Valve Arrangement E-Cu Contact Tip 0.9 mm,overall_length,Catalog Overall Length,25,mm,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Shared catalog drawing reference; measure the exact candidate before confirmation.
15ak-av-tip-ecu-1-0mm-presence,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-ecu-1-0mm,Air-Valve Arrangement E-Cu Contact Tip 1.0 mm,component_presence,Catalog Component,Air-Valve Arrangement E-Cu Contact Tip 1.0 mm,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Air-Valve Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-av-tip-ecu-1-0mm-catalog-material,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-ecu-1-0mm,Air-Valve Arrangement E-Cu Contact Tip 1.0 mm,material,Catalog Material,E-Cu,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm the supplied material grade for the exact candidate.
15ak-av-tip-ecu-1-0mm-catalog-wire-size,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-ecu-1-0mm,Air-Valve Arrangement E-Cu Contact Tip 1.0 mm,wire_size,Catalog Wire Size,1.0,mm,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm the bore and genuine marking on the exact candidate.
15ak-av-tip-ecu-1-0mm-catalog-thread,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-ecu-1-0mm,Air-Valve Arrangement E-Cu Contact Tip 1.0 mm,thread,Catalog Thread,M6,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Shared catalog drawing reference; confirm the mating holder on the exact candidate.
15ak-av-tip-ecu-1-0mm-catalog-overall-length,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-ecu-1-0mm,Air-Valve Arrangement E-Cu Contact Tip 1.0 mm,overall_length,Catalog Overall Length,25,mm,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Shared catalog drawing reference; measure the exact candidate before confirmation.
15ak-av-tip-cucrzr-0-6mm-presence,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-cucrzr-0-6mm,Air-Valve Arrangement CuCrZr Contact Tip 0.6 mm,component_presence,Catalog Component,Air-Valve Arrangement CuCrZr Contact Tip 0.6 mm,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Air-Valve Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-av-tip-cucrzr-0-6mm-catalog-material,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-cucrzr-0-6mm,Air-Valve Arrangement CuCrZr Contact Tip 0.6 mm,material,Catalog Material,CuCrZr,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm the supplied material grade for the exact candidate.
15ak-av-tip-cucrzr-0-6mm-catalog-wire-size,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-cucrzr-0-6mm,Air-Valve Arrangement CuCrZr Contact Tip 0.6 mm,wire_size,Catalog Wire Size,0.6,mm,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm the bore and genuine marking on the exact candidate.
15ak-av-tip-cucrzr-0-6mm-catalog-thread,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-cucrzr-0-6mm,Air-Valve Arrangement CuCrZr Contact Tip 0.6 mm,thread,Catalog Thread,M6,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Shared catalog drawing reference; confirm the mating holder on the exact candidate.
15ak-av-tip-cucrzr-0-6mm-catalog-overall-length,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-cucrzr-0-6mm,Air-Valve Arrangement CuCrZr Contact Tip 0.6 mm,overall_length,Catalog Overall Length,25,mm,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Shared catalog drawing reference; measure the exact candidate before confirmation.
15ak-av-tip-cucrzr-0-8mm-presence,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-cucrzr-0-8mm,Air-Valve Arrangement CuCrZr Contact Tip 0.8 mm,component_presence,Catalog Component,Air-Valve Arrangement CuCrZr Contact Tip 0.8 mm,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Air-Valve Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-av-tip-cucrzr-0-8mm-catalog-material,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-cucrzr-0-8mm,Air-Valve Arrangement CuCrZr Contact Tip 0.8 mm,material,Catalog Material,CuCrZr,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm the supplied material grade for the exact candidate.
15ak-av-tip-cucrzr-0-8mm-catalog-wire-size,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-cucrzr-0-8mm,Air-Valve Arrangement CuCrZr Contact Tip 0.8 mm,wire_size,Catalog Wire Size,0.8,mm,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm the bore and genuine marking on the exact candidate.
15ak-av-tip-cucrzr-0-8mm-catalog-thread,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-cucrzr-0-8mm,Air-Valve Arrangement CuCrZr Contact Tip 0.8 mm,thread,Catalog Thread,M6,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Shared catalog drawing reference; confirm the mating holder on the exact candidate.
15ak-av-tip-cucrzr-0-8mm-catalog-overall-length,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-cucrzr-0-8mm,Air-Valve Arrangement CuCrZr Contact Tip 0.8 mm,overall_length,Catalog Overall Length,25,mm,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Shared catalog drawing reference; measure the exact candidate before confirmation.
15ak-av-tip-cucrzr-1-0mm-presence,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-cucrzr-1-0mm,Air-Valve Arrangement CuCrZr Contact Tip 1.0 mm,component_presence,Catalog Component,Air-Valve Arrangement CuCrZr Contact Tip 1.0 mm,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Air-Valve Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-av-tip-cucrzr-1-0mm-catalog-material,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-cucrzr-1-0mm,Air-Valve Arrangement CuCrZr Contact Tip 1.0 mm,material,Catalog Material,CuCrZr,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm the supplied material grade for the exact candidate.
15ak-av-tip-cucrzr-1-0mm-catalog-wire-size,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-cucrzr-1-0mm,Air-Valve Arrangement CuCrZr Contact Tip 1.0 mm,wire_size,Catalog Wire Size,1.0,mm,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm the bore and genuine marking on the exact candidate.
15ak-av-tip-cucrzr-1-0mm-catalog-thread,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-cucrzr-1-0mm,Air-Valve Arrangement CuCrZr Contact Tip 1.0 mm,thread,Catalog Thread,M6,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Shared catalog drawing reference; confirm the mating holder on the exact candidate.
15ak-av-tip-cucrzr-1-0mm-catalog-overall-length,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-cucrzr-1-0mm,Air-Valve Arrangement CuCrZr Contact Tip 1.0 mm,overall_length,Catalog Overall Length,25,mm,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Shared catalog drawing reference; measure the exact candidate before confirmation.
15ak-av-tip-holder-presence,mig-series-15ak,variant,av-contact-tip-holder,Contact Tip Holder,3,av-tip-holder,Air-Valve Arrangement Contact Tip Holder,component_presence,Catalog Component,Air-Valve Arrangement Contact Tip Holder,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Air-Valve Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-av-tip-holder-catalog-overall-length,mig-series-15ak,variant,av-contact-tip-holder,Contact Tip Holder,3,av-tip-holder,Air-Valve Arrangement Contact Tip Holder,overall_length,Catalog Overall Length,34,mm,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Measure the exact holder candidate.
15ak-av-tip-holder-tip-side-thread,mig-series-15ak,variant,av-contact-tip-holder,Contact Tip Holder,3,av-tip-holder,Air-Valve Arrangement Contact Tip Holder,thread,Contact-Tip Side Thread,M6,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm thread and mating contact tip.
15ak-av-tip-holder-neck-side-thread,mig-series-15ak,variant,av-contact-tip-holder,Contact Tip Holder,3,av-tip-holder,Air-Valve Arrangement Contact Tip Holder,thread,Torch-Neck Side Thread,M8 x 1 LH,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,"Confirm pitch, handedness and mating swan neck."
15ak-av-insulator-presence,mig-series-15ak,variant,av-insulator,Insulator,4,av-insulator,Insulator,component_presence,Catalog Component,Insulator,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Air-Valve Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-av-swan-neck-presence,mig-series-15ak,variant,av-swan-neck,Swan Neck,5,av-swan-neck,Swan Neck,component_presence,Catalog Component,Swan Neck,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Air-Valve Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-av-hex-nut-m8-presence,mig-series-15ak,variant,av-hex-nut-m8,Hexagon Nut,6,av-hex-nut-m8,Hexagon Nut M8,component_presence,Catalog Component,Hexagon Nut M8,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Air-Valve Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-av-hex-nut-m8-catalog-thread-designation,mig-series-15ak,variant,av-hex-nut-m8,Hexagon Nut,6,av-hex-nut-m8,Hexagon Nut M8,thread,Catalog Thread Designation,M8,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Catalog name reference; confirm pitch and handedness on the exact nut.
15ak-av-air-valve-presence,mig-series-15ak,variant,av-air-valve,Air Valve,7,av-air-valve,Air Valve,component_presence,Catalog Component,Air Valve,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Air-Valve Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-av-air-line-presence,mig-series-15ak,variant,av-air-line,Air Line,8,av-air-line,Air Line,component_presence,Catalog Component,Air Line,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Air-Valve Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-av-switch-line-presence,mig-series-15ak,variant,av-switch-line,Switch Line,9,av-switch-line,Switch Line,component_presence,Catalog Component,Switch Line,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Air-Valve Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-av-liner-2-5m-presence,mig-series-15ak,variant,av-torch-liner,Torch Liner,10,av-liner-2-5m,Air-Valve Arrangement Torch Liner 2.5 m,component_presence,Catalog Component,Air-Valve Arrangement Torch Liner 2.5 m,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Air-Valve Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-av-liner-2-5m-catalog-liner-length,mig-series-15ak,variant,av-torch-liner,Torch Liner,10,av-liner-2-5m,Air-Valve Arrangement Torch Liner 2.5 m,overall_length,Catalog Liner Length,2.5,m,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm the full supplied liner length.
15ak-av-liner-2-5m-catalog-wire-range,mig-series-15ak,variant,av-torch-liner,Torch Liner,10,av-liner-2-5m,Air-Valve Arrangement Torch Liner 2.5 m,wire_size,Catalog Wire Range,0.6-1.0,mm,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm against the selected wire and exact liner construction.
15ak-av-liner-3m-presence,mig-series-15ak,variant,av-torch-liner,Torch Liner,10,av-liner-3m,Air-Valve Arrangement Torch Liner 3 m,component_presence,Catalog Component,Air-Valve Arrangement Torch Liner 3 m,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Air-Valve Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-av-liner-3m-catalog-liner-length,mig-series-15ak,variant,av-torch-liner,Torch Liner,10,av-liner-3m,Air-Valve Arrangement Torch Liner 3 m,overall_length,Catalog Liner Length,3,m,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm the full supplied liner length.
15ak-av-liner-3m-catalog-wire-range,mig-series-15ak,variant,av-torch-liner,Torch Liner,10,av-liner-3m,Air-Valve Arrangement Torch Liner 3 m,wire_size,Catalog Wire Range,0.6-1.0,mm,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm against the selected wire and exact liner construction.
15ak-av-cable-2-5m-presence,mig-series-15ak,variant,av-cable-assembly,Cable Assembly,11,av-cable-2-5m,Air-Valve Arrangement Cable 2.5 m,component_presence,Catalog Component,Air-Valve Arrangement Cable 2.5 m,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Air-Valve Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-av-cable-2-5m-catalog-cable-length,mig-series-15ak,variant,av-cable-assembly,Cable Assembly,11,av-cable-2-5m,Air-Valve Arrangement Cable 2.5 m,cable_length,Catalog Cable Length,2.5,m,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm the complete supplied cable assembly length.
